0.0087927,160.5,120.5,76800,2,4,51.335
0.01128,160.5,120.5,76800,2,4,51.349
0.010892,160.5,120.5,76800,2,4,51.361
0.010183,160.5,120.5,76800,2,4,51.373
0.013302,160.5,120.5,76800,2,4,51.388
0.0096358,160.5,120.5,76800,2,4,51.399
0.010662,160.5,120.5,76800,2,4,51.411
0.012415,160.5,120.5,76800,2,4,51.426
0.010917,160.5,120.5,76800,2,4,51.439
0.025932,160.5,120.5,76800,2,4,51.466
0.025663,160.5,120.5,76800,2,4,51.492
0.031677,160.5,120.5,76800,2,4,51.524
0.030029,160.5,120.5,76800,2,4,51.554
0.029087,160.5,120.5,76800,2,4,51.584
0.03324,160.5,120.5,76800,2,4,51.618
0.031036,160.5,120.5,76800,2,4,51.648
0.028588,160.5,120.5,76800,2,4,51.677
0.0468,160.5,120.5,76800,2,4,51.725
0.030783,160.5,120.5,76800,2,4,51.756
0.031158,160.5,120.5,76800,2,4,51.788
0.052005,160.5,120.5,76800,2,4,51.84
0.0305,160.5,120.5,76800,2,4,51.871
0.027911,160.5,120.5,76800,2,4,51.901
0.025736,160.5,120.5,76800,2,4,51.928
0.035349,160.5,120.5,76800,2,4,51.964
0.027334,160.5,120.5,76800,2,4,51.992
0.029846,160.5,120.5,76800,2,4,52.021
0.030727,160.5,120.5,76800,2,4,52.053
0.030204,160.5,120.5,76800,2,4,52.083
0.048387,160.5,120.5,76800,2,4,52.132
0.036991,160.5,120.5,76800,2,4,52.17
0.024716,160.5,120.5,76800,2,4,52.195
0.03233,160.5,120.5,76800,2,4,52.228
0.031103,160.5,120.5,76800,2,4,52.26
0.02988,160.5,120.5,76800,2,4,52.29
0.03387,160.5,120.5,76800,2,4,52.324
0.028661,160.5,120.5,76800,2,4,52.354
0.02813,160.5,120.5,76800,2,4,52.381
0.031996,160.5,120.5,76800,2,4,52.414
0.03082,160.5,120.5,76800,2,4,52.445
0.048315,160.5,120.5,76800,2,4,52.494
0.051609,160.5,120.5,76800,2,4,52.546
0.022068,160.5,120.5,76800,2,4,52.57
0.031047,160.5,120.5,76800,2,4,52.602
0.030068,160.5,120.5,76800,2,4,52.632
0.038049,160.5,120.5,76800,2,4,52.671
0.025124,160.5,120.5,76800,2,4,52.697
0.033827,160.5,120.5,76800,2,4,52.732
0.025065,160.5,120.5,76800,2,4,52.756
0.034359,160.5,120.5,76800,2,4,52.791
0.029182,160.5,120.5,76800,2,4,52.821
0.030752,160.5,120.5,76800,2,4,52.852
0.028294,160.5,120.5,76800,2,4,52.881
0.049727,160.5,120.5,76800,2,4,52.931
0.027653,160.5,120.5,76800,2,4,52.96
0.033567,160.5,120.5,76800,2,4,52.994
0.027134,160.5,120.5,76800,2,4,53.021
0.031357,160.5,120.5,76800,2,4,53.053
0.031594,160.5,120.5,76800,2,4,53.085
0.032461,160.5,120.5,76800,2,4,53.118
0.04701,160.5,120.5,76800,2,4,53.165
0.029397,160.5,120.5,76800,2,4,53.195
0.030587,160.5,120.5,76800,2,4,53.226
0.032106,160.5,120.5,76800,2,4,53.259
0.029107,160.5,120.5,76800,2,4,53.288
0.04553,160.5,120.5,76800,2,4,53.334
0.031577,160.5,120.5,76800,2,4,53.366
0.030396,160.5,120.5,76800,2,4,53.397
0.030594,160.5,120.5,76800,2,4,53.428
0.036895,160.5,120.5,76800,2,4,53.466
0.02514,160.5,120.5,76800,2,4,53.491
0.030762,160.5,120.5,76800,2,4,53.522
0.032847,160.5,120.5,76800,2,4,53.555
0.034051,160.5,120.5,76800,2,4,53.59
0.03144,160.5,120.5,76800,2,4,53.622
0.031316,160.5,120.5,76800,2,4,53.654
0.025899,160.5,120.5,76800,2,4,53.681
0.044529,160.5,120.5,76800,2,4,53.726
0.029573,160.5,120.5,76800,2,4,53.756
0.046446,160.5,120.5,76800,2,4,53.803
0.03025,160.5,120.5,76800,2,4,53.834
0.03105,160.5,120.5,76800,2,4,53.866
0.035723,160.5,120.5,76800,2,4,53.901
0.027138,160.5,120.5,76800,2,4,53.929
0.03476,160.5,120.5,76800,2,4,53.964
0.026897,160.5,120.5,76800,2,4,53.991
0.034835,160.5,120.5,76800,2,4,54.027
0.027832,160.5,120.5,76800,2,4,54.055
0.036429,160.5,120.5,76800,2,4,54.092
0.039261,160.5,120.5,76800,2,4,54.132
0.031928,160.5,120.5,76800,2,4,54.164
0.032518,160.5,120.5,76800,2,4,54.198
0.035056,160.5,120.5,76800,2,4,54.233
0.02389,160.5,120.5,76800,2,4,54.257
0.037071,160.5,120.5,76800,2,4,54.294
0.027123,160.5,120.5,76800,2,4,54.322
0.037359,160.5,120.5,76800,2,4,54.36
0.021349,160.5,120.5,76800,2,4,54.382
0.031963,160.5,120.5,76800,2,4,54.414
0.049246,160.5,120.5,76800,2,4,54.464
0.012005,160.5,120.5,76800,2,4,54.477
0.061852,160.5,120.5,76800,2,4,54.539
0.032135,160.5,120.5,76800,2,4,54.572
0.032438,160.5,120.5,76800,2,4,54.605
0.026295,160.5,120.5,76800,2,4,54.631
